"FullName","LastWriteTime","Length"
"E:\GPT1C_Processor_analitic\reports\excel\Ведомость по товарам на складах (45).xlsx.__clean.xlsx","05.03.2026 9:49:37","9530"
"E:\GPT1C_Processor_analitic\reports\html\inventory_ведомость_по_товарам_на_складах_184__3_марта_2026_г.html","05.03.2026 9:49:36","2503"
"E:\GPT1C_Processor_analitic\reports\json\inventory_ведомость_по_товарам_на_складах_184__3_марта_2026_г.json","05.03.2026 9:49:36","11367"
"E:\GPT1C_Processor_analitic\reports\excel\Ведомость по товарам на складах (184).xlsx.__clean.xlsx","05.03.2026 9:49:36","9726"
"E:\GPT1C_Processor_analitic\reports\html\inventory_ведомость_по_товарам_на_складах_183__2_марта_2026_г.html","05.03.2026 9:49:35","2503"
"E:\GPT1C_Processor_analitic\reports\json\inventory_ведомость_по_товарам_на_складах_183__2_марта_2026_г.json","05.03.2026 9:49:35","10562"
"E:\GPT1C_Processor_analitic\reports\excel\Ведомость по товарам на складах (183).xlsx.__clean.xlsx","05.03.2026 9:49:35","9442"
"E:\GPT1C_Processor_analitic\reports\json\gross_валовая_прибыль_оксана_9xlsx__clean_февраль_2026_г.json","05.03.2026 9:49:34","15116"
"E:\GPT1C_Processor_analitic\reports\html\Валовая прибыль Оксана_gross_pct.html","05.03.2026 9:49:33","6459"
"E:\GPT1C_Processor_analitic\reports\html\Валовая прибыль Оксана (9)_gross_sum.html","05.03.2026 9:49:33","10513"
"E:\GPT1C_Processor_analitic\reports\excel\Валовая прибыль Оксана (9).xlsx.__clean.xlsx","05.03.2026 9:49:32","10396"
"E:\GPT1C_Processor_analitic\reports\json\gross_валовая_прибыль_магира_9xlsx__clean_февраль_2026_г.json","05.03.2026 9:49:32","12006"
"E:\GPT1C_Processor_analitic\reports\html\Валовая прибыль Магира_gross_pct.html","05.03.2026 9:49:31","6446"
"E:\GPT1C_Processor_analitic\reports\html\Валовая прибыль Магира (9)_gross_sum.html","05.03.2026 9:49:30","10593"
"E:\GPT1C_Processor_analitic\reports\excel\Валовая прибыль Магира (9).xlsx.__clean.xlsx","05.03.2026 9:49:30","9530"
"E:\GPT1C_Processor_analitic\reports\json\gross_валовая_прибыль_ергали_9xlsx__clean_февраль_2026_г.json","05.03.2026 9:49:29","13807"
"E:\GPT1C_Processor_analitic\reports\html\Валовая прибыль Ергали_gross_pct.html","05.03.2026 9:49:28","6558"
"E:\GPT1C_Processor_analitic\reports\html\Валовая прибыль Ергали (9)_gross_sum.html","05.03.2026 9:49:27","10823"
"E:\GPT1C_Processor_analitic\reports\excel\Валовая прибыль Ергали (9).xlsx.__clean.xlsx","05.03.2026 9:49:27","10072"
"E:\GPT1C_Processor_analitic\reports\json\gross_валовая_прибыль_алена_9xlsx__clean_февраль_2026_г.json","05.03.2026 9:49:26","11320"
"E:\GPT1C_Processor_analitic\reports\html\Валовая прибыль Алена_gross_pct.html","05.03.2026 9:49:26","6470"
"E:\GPT1C_Processor_analitic\reports\html\Валовая прибыль Алена (9)_gross_sum.html","05.03.2026 9:49:25","10700"
"E:\GPT1C_Processor_analitic\reports\excel\Валовая прибыль Алена (9).xlsx.__clean.xlsx","05.03.2026 9:49:25","9249"
"E:\GPT1C_Processor_analitic\reports\json\gross_валовая_прибыль_352xlsx__clean_01032026_03032026.json","05.03.2026 9:49:24","6975"
"E:\GPT1C_Processor_analitic\reports\html\Валовая прибыль (352).xlsx.__clean_gross_pct.html","05.03.2026 9:49:23","6859"
"E:\GPT1C_Processor_analitic\reports\html\Валовая прибыль (352)_gross_sum.html","05.03.2026 9:49:22","11158"
"E:\GPT1C_Processor_analitic\reports\excel\Валовая прибыль (352).xlsx.__clean.xlsx","05.03.2026 9:49:22","7963"
"E:\GPT1C_Processor_analitic\reports\json\gross_валовая_прибыль_351xlsx__clean_3_марта_2026_г.json","05.03.2026 9:49:21","5593"
"E:\GPT1C_Processor_analitic\reports\html\Валовая прибыль (351).xlsx.__clean_gross_pct.html","05.03.2026 9:49:20","6549"
"E:\GPT1C_Processor_analitic\reports\html\Валовая прибыль (351)_gross_sum.html","05.03.2026 9:49:19","10627"
"E:\GPT1C_Processor_analitic\reports\excel\Валовая прибыль (351).xlsx.__clean.xlsx","05.03.2026 9:49:19","7466"
"E:\GPT1C_Processor_analitic\reports\json\gross_валовая_прибыль_350xlsx__clean_01032026_02032026.json","05.03.2026 9:49:19","5843"
"E:\GPT1C_Processor_analitic\reports\html\Валовая прибыль (350).xlsx.__clean_gross_pct.html","05.03.2026 9:49:18","6880"
"E:\GPT1C_Processor_analitic\reports\html\Валовая прибыль (350)_gross_sum.html","05.03.2026 9:49:17","11166"
"E:\GPT1C_Processor_analitic\reports\excel\Валовая прибыль (350).xlsx.__clean.xlsx","05.03.2026 9:49:17","7590"
"E:\GPT1C_Processor_analitic\reports\json\gross_валовая_прибыль_105xlsx__clean_01022026_27022026.json","05.03.2026 9:49:15","20273"
"E:\GPT1C_Processor_analitic\reports\html\Валовая прибыль (105).xlsx.__clean_gross_pct.html","05.03.2026 9:49:13","6391"
"E:\GPT1C_Processor_analitic\reports\html\Валовая прибыль (105)_gross_sum.html","05.03.2026 9:49:13","10643"
"E:\GPT1C_Processor_analitic\reports\excel\Валовая прибыль (105).xlsx.__clean.xlsx","05.03.2026 9:49:12","12050"
"E:\GPT1C_Processor_analitic\reports\json\gross_валовая_прибыль_104xlsx__clean_2_марта_2026_г.json","05.03.2026 9:49:12","5650"
"E:\GPT1C_Processor_analitic\reports\html\Валовая прибыль (104).xlsx.__clean_gross_pct.html","05.03.2026 9:49:11","6574"
"E:\GPT1C_Processor_analitic\reports\html\Валовая прибыль (104)_gross_sum.html","05.03.2026 9:49:10","10716"
"E:\GPT1C_Processor_analitic\reports\excel\Валовая прибыль (104).xlsx.__clean.xlsx","05.03.2026 9:49:08","7526"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи Ергали (223).xlsx.__clean.xlsx","05.03.2026 9:49:06","6684"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095105_Продажи Ергали (223).xlsx","05.03.2026 9:49:06","6410"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи Алена (241).xlsx.__clean.xlsx","05.03.2026 9:49:06","5868"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095057_Продажи Алена (241).xlsx","05.03.2026 9:49:06","5592"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи Оксана (249).xlsx.__clean.xlsx","05.03.2026 9:49:06","7655"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095119_Продажи Оксана (249).xlsx","05.03.2026 9:49:06","7367"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи Магира (259).xlsx.__clean.xlsx","05.03.2026 9:49:06","6403"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095112_Продажи Магира (259).xlsx","05.03.2026 9:49:06","6126"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость по денежным средствам (354).xlsx.__clean.xlsx","05.03.2026 9:49:06","12099"
"E:\GPT1C_Processor_analitic\reports\rejected\cash\20260305_094934_Ведомость по денежным средствам (354).xlsx","05.03.2026 9:49:06","11784"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_партиям_товаров_на_складах (186).xlsx.__clean.xlsx","05.03.2026 9:49:06","12813"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095013_Ведомость_по_партиям_товаров_на_складах (186).xlsx","05.03.2026 9:49:06","12505"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость по товарам на складах (184).xlsx.__clean.xlsx","05.03.2026 9:49:06","9726"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094936_Ведомость по товарам на складах (184).xlsx","05.03.2026 9:49:06","9424"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Затраты с нарастающим (183).xlsx.__clean.xlsx","05.03.2026 9:49:06","5557"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095038_Затраты с нарастающим (183).xlsx","05.03.2026 9:49:06","5278"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи (368).xlsx.__clean.xlsx","05.03.2026 9:49:06","15804"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095052_Продажи (368).xlsx","05.03.2026 9:49:06","15490"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Валовая прибыль (352).xlsx.__clean.xlsx","05.03.2026 9:49:06","7963"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094924_Валовая прибыль (352).xlsx","05.03.2026 9:49:06","7679"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_Алена (269).xlsx.__clean.xlsx","05.03.2026 9:49:06","19724"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094947_Ведомость_по_взаиморасчетам_с_контрагентами_Алена (269).xlsx","05.03.2026 9:49:06","19428"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_Ергали (270).xlsx.__clean.xlsx","05.03.2026 9:49:06","19837"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094953_Ведомость_по_взаиморасчетам_с_контрагентами_Ергали (270).xlsx","05.03.2026 9:49:06","19531"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_за_26_05 (178).xlsx.__clean.xlsx","05.03.2026 9:49:06","24165"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094957_Ведомость_по_взаиморасчетам_с_контрагентами_за_26_05 (178).xlsx","05.03.2026 9:49:06","23805"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_Магира (270).xlsx.__clean.xlsx","05.03.2026 9:49:06","30275"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095002_Ведомость_по_взаиморасчетам_с_контрагентами_Магира (270).xlsx","05.03.2026 9:49:06","29956"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_Оксана (270).xlsx.__clean.xlsx","05.03.2026 9:49:06","24184"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095007_Ведомость_по_взаиморасчетам_с_контрагентами_Оксана (270).xlsx","05.03.2026 9:49:06","23869"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами (341).xlsx.__clean.xlsx","05.03.2026 9:49:06","86495"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094942_Ведомость_по_взаиморасчетам_с_контрагентами (341).xlsx","05.03.2026 9:49:06","86082"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи Алена (240).xlsx.__clean.xlsx","05.03.2026 9:49:05","6321"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095055_Продажи Алена (240).xlsx","05.03.2026 9:49:05","6043"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи Оксана (248).xlsx.__clean.xlsx","05.03.2026 9:49:05","6944"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095117_Продажи Оксана (248).xlsx","05.03.2026 9:49:05","6662"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи Магира (258).xlsx.__clean.xlsx","05.03.2026 9:49:05","7308"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095110_Продажи Магира (258).xlsx","05.03.2026 9:49:05","7029"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи Ергали (222).xlsx.__clean.xlsx","05.03.2026 9:49:05","6727"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095103_Продажи Ергали (222).xlsx","05.03.2026 9:49:05","6452"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Детальный Дебиторы Ергали (102).xlsx.__clean.xlsx","05.03.2026 9:49:05","19892"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095022_Детальный Дебиторы Ергали (102).xlsx","05.03.2026 9:49:05","19586"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Детальный Дебиторы Алена (104).xlsx.__clean.xlsx","05.03.2026 9:49:05","19721"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095020_Детальный Дебиторы Алена (104).xlsx","05.03.2026 9:49:05","19425"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость по денежным средствам (353).xlsx.__clean.xlsx","05.03.2026 9:49:05","9380"
"E:\GPT1C_Processor_analitic\reports\rejected\cash\20260305_094934_Ведомость по денежным средствам (353).xlsx","05.03.2026 9:49:05","9086"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами (340).xlsx.__clean.xlsx","05.03.2026 9:49:05","24078"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094940_Ведомость_по_взаиморасчетам_с_контрагентами (340).xlsx","05.03.2026 9:49:05","23716"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_Оксана (269).xlsx.__clean.xlsx","05.03.2026 9:49:05","9850"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095006_Ведомость_по_взаиморасчетам_с_контрагентами_Оксана (269).xlsx","05.03.2026 9:49:05","9558"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_Магира (269).xlsx.__clean.xlsx","05.03.2026 9:49:05","11901"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095001_Ведомость_по_взаиморасчетам_с_контрагентами_Магира (269).xlsx","05.03.2026 9:49:05","11599"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_Ергали (269).xlsx.__clean.xlsx","05.03.2026 9:49:05","9031"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094952_Ведомость_по_взаиморасчетам_с_контрагентами_Ергали (269).xlsx","05.03.2026 9:49:05","8739"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_Алена (268).xlsx.__clean.xlsx","05.03.2026 9:49:05","8256"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094946_Ведомость_по_взаиморасчетам_с_контрагентами_Алена (268).xlsx","05.03.2026 9:49:05","7970"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Валовая прибыль (351).xlsx.__clean.xlsx","05.03.2026 9:49:05","7466"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094921_Валовая прибыль (351).xlsx","05.03.2026 9:49:05","7183"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи (367).xlsx.__clean.xlsx","05.03.2026 9:49:05","10596"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095050_Продажи (367).xlsx","05.03.2026 9:49:05","10300"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Остатки всем (260).xlsx.__clean.xlsx","05.03.2026 9:49:05","9684"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095040_Остатки всем (260).xlsx","05.03.2026 9:49:05","9384"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Затраты (51).xlsx.__clean.xlsx","05.03.2026 9:49:05","5377"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095035_Затраты (51).xlsx","05.03.2026 9:49:05","5098"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Детальный_по_взаиморасчетам_с_контрагентами (96).xlsx.__clean.xlsx","05.03.2026 9:49:05","86471"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095031_Детальный_по_взаиморасчетам_с_контрагентами (96).xlsx","05.03.2026 9:49:05","86058"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Детальный Дебиторы Оксана (108).xlsx.__clean.xlsx","05.03.2026 9:49:05","24150"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095026_Детальный Дебиторы Оксана (108).xlsx","05.03.2026 9:49:05","23835"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Детальный Дебиторы Магира (112).xlsx.__clean.xlsx","05.03.2026 9:49:05","30274"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095024_Детальный Дебиторы Магира (112).xlsx","05.03.2026 9:49:05","29955"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи (366).xlsx.__clean.xlsx","05.03.2026 9:49:04","11897"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095048_Продажи (366).xlsx","05.03.2026 9:49:04","11597"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Валовая прибыль (350).xlsx.__clean.xlsx","05.03.2026 9:49:04","7590"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094919_Валовая прибыль (350).xlsx","05.03.2026 9:49:04","7308"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_Алена (267).xlsx.__clean.xlsx","05.03.2026 9:49:04","19822"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094945_Ведомость_по_взаиморасчетам_с_контрагентами_Алена (267).xlsx","05.03.2026 9:49:04","19527"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_Ергали (268).xlsx.__clean.xlsx","05.03.2026 9:49:04","19770"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094951_Ведомость_по_взаиморасчетам_с_контрагентами_Ергали (268).xlsx","05.03.2026 9:49:04","19463"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_за_26_05 (177).xlsx.__clean.xlsx","05.03.2026 9:49:04","23941"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094956_Ведомость_по_взаиморасчетам_с_контрагентами_за_26_05 (177).xlsx","05.03.2026 9:49:04","23579"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_Магира (268).xlsx.__clean.xlsx","05.03.2026 9:49:04","30420"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095000_Ведомость_по_взаиморасчетам_с_контрагентами_Магира (268).xlsx","05.03.2026 9:49:04","30101"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_Оксана (268).xlsx.__clean.xlsx","05.03.2026 9:49:04","24419"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095005_Ведомость_по_взаиморасчетам_с_контрагентами_Оксана (268).xlsx","05.03.2026 9:49:04","24107"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами (339).xlsx.__clean.xlsx","05.03.2026 9:49:04","86727"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094939_Ведомость_по_взаиморасчетам_с_контрагентами (339).xlsx","05.03.2026 9:49:04","86312"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость по денежным средствам (352).xlsx.__clean.xlsx","05.03.2026 9:49:04","10928"
"E:\GPT1C_Processor_analitic\reports\rejected\cash\20260305_094934_Ведомость по денежным средствам (352).xlsx","05.03.2026 9:49:04","10621"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_партиям_товаров_на_складах (185).xlsx.__clean.xlsx","05.03.2026 9:49:04","12568"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095011_Ведомость_по_партиям_товаров_на_складах (185).xlsx","05.03.2026 9:49:04","12264"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость по товарам на складах (183).xlsx.__clean.xlsx","05.03.2026 9:49:04","9442"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094935_Ведомость по товарам на складах (183).xlsx","05.03.2026 9:49:04","9144"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Затраты с нарастающим (182).xlsx.__clean.xlsx","05.03.2026 9:49:04","5471"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095036_Затраты с нарастающим (182).xlsx","05.03.2026 9:49:04","5193"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи Ергали (219).xlsx.__clean.xlsx","05.03.2026 9:49:04","6743"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095101_Продажи Ергали (219).xlsx","05.03.2026 9:49:04","6466"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи Алена (239).xlsx.__clean.xlsx","05.03.2026 9:49:04","6644"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095054_Продажи Алена (239).xlsx","05.03.2026 9:49:04","6363"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи Оксана (247).xlsx.__clean.xlsx","05.03.2026 9:49:04","6644"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095116_Продажи Оксана (247).xlsx","05.03.2026 9:49:04","6364"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи Магира (257).xlsx.__clean.xlsx","05.03.2026 9:49:04","6971"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095108_Продажи Магира (257).xlsx","05.03.2026 9:49:04","6689"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Затраты с нарастающим (45).xlsx.__clean.xlsx","05.03.2026 9:49:04","6269"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095039_Затраты с нарастающим (45).xlsx","05.03.2026 9:49:04","5983"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи (103).xlsx.__clean.xlsx","05.03.2026 9:49:04","60935"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095046_Продажи (103).xlsx","05.03.2026 9:49:04","60544"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Валовая прибыль (105).xlsx.__clean.xlsx","05.03.2026 9:49:04","12050"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094916_Валовая прибыль (105).xlsx","05.03.2026 9:49:04","11750"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_Алена (74).xlsx.__clean.xlsx","05.03.2026 9:49:04","19641"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094949_Ведомость_по_взаиморасчетам_с_контрагентами_Алена (74).xlsx","05.03.2026 9:49:04","19348"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_Ергали (72).xlsx.__clean.xlsx","05.03.2026 9:49:04","19452"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094955_Ведомость_по_взаиморасчетам_с_контрагентами_Ергали (72).xlsx","05.03.2026 9:49:04","19149"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_за_26_05 (44).xlsx.__clean.xlsx","05.03.2026 9:49:04","24388"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094958_Ведомость_по_взаиморасчетам_с_контрагентами_за_26_05 (44).xlsx","05.03.2026 9:49:04","24018"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_Магира (72).xlsx.__clean.xlsx","05.03.2026 9:49:04","30266"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095004_Ведомость_по_взаиморасчетам_с_контрагентами_Магира (72).xlsx","05.03.2026 9:49:04","29946"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами_Оксана (71).xlsx.__clean.xlsx","05.03.2026 9:49:04","24430"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095009_Ведомость_по_взаиморасчетам_с_контрагентами_Оксана (71).xlsx","05.03.2026 9:49:04","24117"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_взаиморасчетам_с_контрагентами (99).xlsx.__clean.xlsx","05.03.2026 9:49:04","85978"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094944_Ведомость_по_взаиморасчетам_с_контрагентами (99).xlsx","05.03.2026 9:49:03","85568"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость по денежным средствам (104).xlsx.__clean.xlsx","05.03.2026 9:49:03","12700"
"E:\GPT1C_Processor_analitic\reports\rejected\cash\20260305_094934_Ведомость по денежным средствам (104).xlsx","05.03.2026 9:49:03","12386"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость_по_партиям_товаров_на_складах (45).xlsx.__clean.xlsx","05.03.2026 9:49:03","14244"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095014_Ведомость_по_партиям_товаров_на_складах (45).xlsx","05.03.2026 9:49:03","13931"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Ведомость по товарам на складах (45).xlsx.__clean.xlsx","05.03.2026 9:49:03","9530"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094937_Ведомость по товарам на складах (45).xlsx","05.03.2026 9:49:03","9231"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Валовая прибыль Ергали (9).xlsx.__clean.xlsx","05.03.2026 9:49:03","10072"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094929_Валовая прибыль Ергали (9).xlsx","05.03.2026 9:49:03","9779"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Валовая прибыль Алена (9).xlsx.__clean.xlsx","05.03.2026 9:49:03","9249"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305094927_Валовая прибыль Алена (9).xlsx","05.03.2026 9:49:03","8959"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи по товару Оксана (2).xlsx.__clean.xlsx","05.03.2026 9:49:03","9500"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095128_Продажи по товару Оксана (2).xlsx","05.03.2026 9:49:03","9210"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи по товару Магира (2).xlsx.__clean.xlsx","05.03.2026 9:49:03","8799"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095127_Продажи по товару Магира (2).xlsx","05.03.2026 9:49:03","8508"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи по товару Ергали (2).xlsx.__clean.xlsx","05.03.2026 9:49:03","9217"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095125_Продажи по товару Ергали (2).xlsx","05.03.2026 9:49:03","8927"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи по товару Алена (2).xlsx.__clean.xlsx","05.03.2026 9:49:03","8559"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095123_Продажи по товару Алена (2).xlsx","05.03.2026 9:49:03","8271"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи Оксана (25).xlsx.__clean.xlsx","05.03.2026 9:49:03","21350"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095121_Продажи Оксана (25).xlsx","05.03.2026 9:49:03","21025"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи Магира (28).xlsx.__clean.xlsx","05.03.2026 9:49:03","23648"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095114_Продажи Магира (28).xlsx","05.03.2026 9:49:03","23334"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи Ергали (26).xlsx.__clean.xlsx","05.03.2026 9:49:03","18211"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095107_Продажи Ергали (26).xlsx","05.03.2026 9:49:03","17900"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Продажи Алена (26).xlsx.__clean.xlsx","05.03.2026 9:49:03","16995"
"E:\GPT1C_Processor_analitic\reports\excel\processed\20260305095059_Продажи Алена (26).xlsx","05.03.2026 9:49:03","16689"
"E:\GPT1C_Processor_analitic\reports\excel\clean\Дебиторы Оксана (32).xlsx.__clean.xlsx","05.03.2026 9:49:03","24605"
